HOLEID FROM TO SAMPLETYPE Au
DDH0900 81.38 84.12 Diamond 0.003
DDH0900 84.12 87.48 Diamond 0.003
DDH0900 87.48 90.53 Diamond 0.003
DDH0900 90.53 93.57 Diamond 0.005
DDH0900 93.57 96.62 Diamond 0.003
DDH0900 96.62 99.67 Diamond 0.003
DDH0900 99.67 102.72 Diamond 0.003
DDH0900 102.72 105.77 Diamond 0.003
DDH0900 105.77 108.81 Diamond 0.003
DDH0900 108.81 111.86 Diamond 0.003
DDH0900 111.86 114.91 Diamond 0.003
DDH0900 114.91 117.96 Diamond 0.003
DDH0900 117.96 121.01 Diamond 0.003
DDH0900 121.01 124.05 Diamond 0.003
DDH0900 124.05 127.1 Diamond 0.003
DDH0900 127.1 130.15 Diamond 0.003
DDH0900 130.15 133.2 Diamond 0.003
DDH0900 133.2 135.09 Diamond 0.003
DDH0900 135.09 136.55 Diamond 0.003
DDH0900 136.55 139.29 Diamond 0.003
DDH0900 139.29 142.34 Diamond 0.003
DDH0900 142.34 145.39 Diamond 0.003
DDH0900 145.39 148.44 Diamond 0.003
DDH0900 148.44 151.49 Diamond 0.003
DDH0900 151.49 154.53 Diamond 0.003
DDH0900 154.53 157.58 Diamond 0.025
DDH0900 157.58 160.63 Diamond 0.003
DDH0900 160.63 163.68 Diamond 0.003
DDH0900 163.68 166.73 Diamond 0.003
DDH0900 166.73 169.77 Diamond 0.003
DDH0900 169.77 172.82 Diamond 0.003
DDH0900 172.82 175.87 Diamond 0.003
DDH0900 175.87 178.92 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0900 178.92 181.11 Diamond 0.003
DDH0900 181.11 181.97 Diamond 0.003
DDH0900 181.97 185.01 Diamond 0.003
DDH0900 185.01 188.06 Diamond 0.003
DDH0900 188.06 191.11 Diamond 0.003
DDH0900 191.11 194.16 Diamond 0.019
DDH0900 194.16 197.21 Diamond 0.003
DDH0900 197.21 198.24 Diamond 0.003
DDH0900 198.24 200.25 Diamond 0.003
DDH0900 200.25 203.3 Diamond 0.003
DDH0900 203.3 206.35 Diamond 0.003
DDH0900 206.35 209.4 Diamond 0.003
DDH0900 209.4 212.32 Diamond 0.003
DDH0900 212.32 215.49 Diamond 0.003
DDH0900 215.49 216.65 Diamond 0.005
DDH0900 216.65 218.54 Diamond 0.003
DDH0900 218.54 221.59 Diamond 0.003
DDH0900 221.59 224.64 Diamond 0.003
DDH0900 224.64 227.69 Diamond 0.003
DDH0900 227.69 230.73 Diamond 0.003
DDH0900 230.73 233.78 Diamond 0.003
DDH0900 233.78 236.83 Diamond 0.003
DDH0900 236.83 239.88 Diamond 0.003
DDH0900 239.88 242.93 Diamond 0.003
DDH0900 242.93 245.97 Diamond 0.003
DDH0900 245.97 249.02 Diamond 0.003
DDH0900 249.02 252.07 Diamond 0.003
DDH0900 252.07 255.12 Diamond 0.003
DDH0900 255.12 258.17 Diamond 0.003
DDH0900 258.17 261.21 Diamond 0.003
DDH0900 261.21 262.83 Diamond 0.003
DDH0900 262.83 263.96 Diamond 0.003
DDH0900 263.96 266.61 Diamond 0.003
DDH0900 266.61 268.53 Diamond 0.003
DDH0900 268.53 270.36 Diamond 0.003
DDH0900 270.36 273.41 Diamond 0.003
DDH0900 273.41 276.45 Diamond 0.003
DDH0900 276.45 278.04 Diamond 0.02
DDH0900 278.04 279.11 Diamond 0.003
DDH0900 279.11 282.55 Diamond 0.003
DDH0900 282.55 284.87 Diamond 0.003
DDH0900 284.87 287.12 Diamond 0.003
DDH0900 287.12 287.79 Diamond 0.003
DDH0900 287.79 290.78 Diamond 0.003
DDH0900 290.78 293.22 Diamond 0.003
DDH0900 293.22 294.74 Diamond 0.003
DDH0900 294.74 297.79 Diamond 0.003
DDH0900 297.79 300.84 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0900 300.84 303.89 Diamond 0.003
DDH0900 303.89 306.93 Diamond 0.003
DDH0900 306.93 309.98 Diamond 0.003
DDH0900 309.98 313.03 Diamond 0.003
DDH0900 313.03 316.08 Diamond 0.003
DDH0900 316.08 319.13 Diamond 0.003
DDH0900 319.13 322.17 Diamond 0.003
DDH0900 322.17 325.22 Diamond 0.01
DDH0900 325.22 328.27 Diamond 0.013
DDH0900 328.27 330.68 Diamond 0.008
DDH0900 330.68 333.48 Diamond 0.209
DDH0900 333.48 334.37 Diamond 1.545
DDH0900 334.37 337.41 Diamond 2.39
DDH0900 337.41 338.42 Diamond 6.34
DDH0900 338.42 340.46 Diamond 2.62
DDH0900 340.46 343.2 Diamond 4.79
DDH0900 343.2 344.24 Diamond 2.28
DDH0900 344.24 345.34 Diamond 5.94
DDH0900 345.34 346.04 Diamond 10.45
DDH0900 346.04 347.93 Diamond 3.55
DDH0900 347.93 349.3 Diamond 3.22
DDH0900 349.3 350.92 Diamond 4.26
DDH0900 350.92 352.65 Diamond 4.63
DDH0900 352.65 355.7 Diamond 2.64
DDH0900 355.7 358.75 Diamond 1.235
DDH0900 358.75 361.8 Diamond 5.69
DDH0900 361.8 363.14 Diamond 7.35
DDH0900 363.14 364.75 Diamond 0.06
DDH0900 364.75 365.52 Diamond 0.003
DDH0900 365.52 367.89 Diamond 0.028
DDH0900 367.89 369.05 Diamond 0.003
DDH0900 369.05 369.69 Diamond 0.067
DDH0900 369.69 370.94 Diamond 0.008
DDH0900 370.94 372.47 Diamond 1.36
DDH0900 372.47 373.99 Diamond 1.09
DDH0900 373.99 375.94 Diamond 0.277
DDH0900 375.94 377.74 Diamond 0.018
DDH0900 377.74 380.09 Diamond 0.003
DDH0900 380.09 381.61 Diamond 0.011
DDH0900 381.61 383.13 Diamond 0.003
DDH0900 383.13 384.66 Diamond 0.003
DDH0900 384.66 386.18 Diamond 0.003
DDH0900 386.18 387.71 Diamond 0.003
DDH0900 387.71 389.23 Diamond 0.003
DDH0900 389.23 390.75 Diamond 0.003
DDH0900 390.75 392.28 Diamond 0.007
DDH0900 392.28 393.8 Diamond 0.003
DDH0900 393.8 395.33 Diamond 0.037
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0900 395.33 396.85 Diamond 0.031
DDH0900 396.85 398.37 Diamond 0.02
DDH0900 398.37 399.9 Diamond 0.057
DDH0900 399.9 401.42 Diamond 0.01
DDH0900 401.42 402.95 Diamond 0.058
DDH0900 402.95 404.47 Diamond 0.016
DDH0900 404.47 405.99 Diamond 0.042
DDH0900 405.99 407.52 Diamond 0.005
DDH0900 407.52 409.04 Diamond 0.005
DDH0900 409.04 410.57 Diamond 0.007
DDH0900 410.57 412.09 Diamond 0.003
DDH0900 412.09 413.61 Diamond 0.003
DDH0900 413.61 415.14 Diamond 0.003
DDH0900 415.14 416.66 Diamond 0.003
DDH0900 416.66 418.86 Diamond 0.003
DDH0900 418.86 421.2 Diamond 0.003
DDH0900 421.2 422.36 Diamond 0.003
DDH0900 422.36 424.28 Diamond 0.005
DDH0900 424.28 425.81 Diamond 0.003
DDH0900 425.81 427.33 Diamond 0.003
DDH0900 427.33 428.85 Diamond 0.003
DDH0900 428.85 430.38 Diamond 0.003
DDH0900 430.38 431.9 Diamond 0.003
DDH0900 431.9 433.43 Diamond 0.003
DDH0900 433.43 434.95 Diamond 0.003
DDH0900 434.95 436.47 Diamond 0.003
DDH0900 436.47 437.36 Diamond 0.003
DDH0900 437.36 439.67 Diamond 0.003
DDH0900 439.67 441.62 Diamond 0.003
DDH0900 441.62 442.51 Diamond 0.003
DDH0900 442.51 444.09 Diamond 0.003
DDH0900 444.09 445.62 Diamond 0.003
DDH0900 445.62 447.14 Diamond 0.003
DDH0900 447.14 448.67 Diamond 0.003
DDH0900 448.67 450.19 Diamond 0.003
DDH0901 0 1.8 NS -1
DDH0901 1.8 4.85 Diamond 0.003
DDH0901 4.85 7.89 Diamond 0.003
DDH0901 7.89 10.94 Diamond 0.003
DDH0901 10.94 14.63 Diamond 0.003
DDH0901 14.63 17.65 Diamond 0.003
DDH0901 17.65 18.38 Diamond 0.003
DDH0901 18.38 20.09 Diamond 0.003
DDH0901 20.09 23.13 Diamond 0.003
DDH0901 23.13 26.18 Diamond 0.003
DDH0901 26.18 29.23 Diamond 0.003
DDH0901 29.23 32.37 Diamond 0.003
DDH0901 32.37 35.33 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0901 35.33 36.48 Diamond 0.003
DDH0901 36.48 39.5 Diamond 0.003
DDH0901 39.5 42.55 Diamond 0.003
DDH0901 42.55 45.42 Diamond 0.003
DDH0901 45.42 47.43 Diamond 0.003
DDH0901 47.43 48.22 Diamond 0.003
DDH0901 48.22 51.3 Diamond 0.005
DDH0901 51.3 53.71 Diamond 0.003
DDH0901 53.71 56.72 Diamond 0.003
DDH0901 56.72 58.77 Diamond 0.014
DDH0901 58.77 59.38 Diamond 0.003
DDH0901 59.38 62.42 Diamond 0.014
DDH0901 62.42 65.04 Diamond 0.018
DDH0901 65.04 67.91 Diamond 0.003
DDH0901 67.91 70.96 Diamond 0.018
DDH0901 70.96 74.86 Diamond 0.023
DDH0901 74.86 77.51 Diamond 0.023
DDH0901 77.51 80.65 Diamond 0.008
DDH0901 80.65 83.82 Diamond 0.007
DDH0901 83.82 86.87 Diamond 0.003
DDH0901 86.87 89.92 Diamond 0.003
DDH0901 89.92 92.96 Diamond 0.003
DDH0901 92.96 96.01 Diamond 0.003
DDH0901 96.01 98.82 Diamond 0.003
DDH0901 98.82 101.04 Diamond 0.003
DDH0901 101.04 104.12 Diamond 0.003
DDH0901 104.12 107.2 Diamond 0.003
DDH0901 107.2 110.25 Diamond 0.003
DDH0901 110.25 113.29 Diamond 0.003
DDH0901 113.29 116.19 Diamond 0.005
DDH0901 116.19 119.24 Diamond 0.012
DDH0901 119.24 122.29 Diamond 0.003
DDH0901 122.29 125.33 Diamond 0.003
DDH0901 125.33 128.35 Diamond 0.003
DDH0901 128.35 131.34 Diamond 0.005
DDH0901 131.34 134.39 Diamond 0.006
DDH0901 134.39 137.43 Diamond 0.012
DDH0901 137.43 137.46 Diamond 0.078
DDH0901 137.46 140.51 Diamond 0.046
DDH0901 140.51 143.56 Diamond 0.038
DDH0901 143.56 149.32 Diamond 0.015
DDH0901 149.32 152.37 Diamond 0.041
DDH0901 152.37 155.42 Diamond 0.016
DDH0901 155.42 158.47 Diamond 0.033
DDH0901 158.47 161.51 Diamond 0.008
DDH0901 161.51 164.56 Diamond 0.005
DDH0901 164.56 166.73 Diamond 0.003
DDH0901 166.73 167.52 Diamond 0.015
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0901 167.52 170.57 Diamond 0.007
DDH0901 170.57 173.61 Diamond 0.003
DDH0901 173.61 176.66 Diamond 0.003
DDH0901 176.66 178.64 Diamond 0.003
DDH0901 178.64 180.69 Diamond 0.005
DDH0901 180.69 182.09 Diamond 0.017
DDH0901 182.09 185.14 Diamond 0.231
DDH0901 185.14 188.18 Diamond 0.003
DDH0901 188.18 191.2 Diamond 0.003
DDH0901 191.2 194.25 Diamond 0.003
DDH0901 194.25 197.3 Diamond 0.003
DDH0901 197.3 200.44 Diamond 0.003
DDH0901 200.44 201.99 Diamond 0.003
DDH0901 201.99 203.48 Diamond 0.029
DDH0901 203.48 204.92 Diamond 0.009
DDH0901 204.92 206.44 Diamond 0.018
DDH0901 206.44 207.97 Diamond 1.095
DDH0901 207.97 209.46 Diamond 0.246
DDH0901 209.46 211.1 Diamond 0.064
DDH0901 211.1 212.63 Diamond 0.003
DDH0901 212.63 214.76 Diamond 0.003
DDH0901 214.76 216.74 Diamond 0.003
DDH0901 216.74 218.3 Diamond 0.056
DDH0901 218.3 219.79 Diamond 0.003
DDH0901 219.79 221.16 Diamond 0.097
DDH0901 221.16 222.69 Diamond 0.81
DDH0901 222.69 224.45 Diamond 1.41
DDH0901 224.45 225.95 Diamond 1.935
DDH0901 225.95 227.11 Diamond 1.805
DDH0901 227.11 228.48 Diamond 2.93
DDH0901 228.48 229.79 Diamond 4.81
DDH0901 229.79 231.1 Diamond 8.7
DDH0901 231.1 233.14 Diamond 0.051
DDH0901 233.14 234.67 Diamond 0.003
DDH0901 234.67 235.21 Diamond 0.021
DDH0901 235.21 236.74 Diamond 0.003
DDH0901 236.74 238.26 Diamond 0.003
DDH0901 238.26 240.21 Diamond 0.003
DDH0901 240.21 241.1 Diamond 0.026
DDH0901 241.1 242.1 Diamond 0.794
DDH0901 242.1 243.23 Diamond 0.023
DDH0901 243.23 243.96 Diamond 0.494
DDH0901 243.96 245.49 Diamond 0.054
DDH0901 245.49 247.01 Diamond 0.091
DDH0901 247.01 248.47 Diamond 0.117
DDH0901 248.47 249.48 Diamond 0.429
DDH0901 249.48 250.52 Diamond 0.022
DDH0901 250.52 252.04 Diamond 0.549
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0901 252.04 253.56 Diamond 0.128
DDH0901 253.56 255.09 Diamond 0.019
DDH0901 255.09 256.31 Diamond 0.024
DDH0901 256.31 257.74 Diamond 0.014
DDH0901 257.74 259.26 Diamond 0.011
DDH0901 259.26 260.79 Diamond 0.007
DDH0901 260.79 262.31 Diamond 0.011
DDH0901 262.31 263.83 Diamond 0.012
DDH0901 263.83 265.36 Diamond 0.018
DDH0901 265.36 266.88 Diamond 0.017
DDH0901 266.88 268.62 Diamond 0.024
DDH0901 268.62 270.48 Diamond 0.008
DDH0901 270.48 271.85 Diamond 0.003
DDH0901 271.85 273.77 Diamond 0.033
DDH0901 273.77 275.45 Diamond 0.035
DDH0901 275.45 277.64 Diamond 0.015
DDH0901 277.64 278.74 Diamond 0.003
DDH0901 278.74 279.81 Diamond 0.011
DDH0901 279.81 281.33 Diamond 0.02
DDH0901 281.33 282.85 Diamond 0.017
DDH0901 282.85 284.38 Diamond 0.015
DDH0901 284.38 285.84 Diamond 0.019
DDH0901 285.84 287.37 Diamond 0.016
DDH0901 287.37 288.89 Diamond 0.012
DDH0901 288.89 290.2 Diamond 0.013
DDH0901 290.2 291.72 Diamond 0.013
DDH0901 291.72 293.31 Diamond 0.026
DDH0901 293.31 294.56 Diamond 0.022
DDH0901 294.56 297.24 Diamond 0.013
DDH0901 297.24 300.41 Diamond 0.005
DDH0902 0 11.13 NS -1
DDH0902 11.13 14.17 Diamond 0.003
DDH0902 14.17 15.7 Diamond 0.003
DDH0902 15.7 17.22 NS -1
DDH0902 17.22 18.75 Diamond 0.003
DDH0902 18.75 20.27 NS -1
DDH0902 20.27 23.32 Diamond 0.003
DDH0902 23.32 26.37 Diamond 0.003
DDH0902 26.37 27.89 NS -1
DDH0902 27.89 29.41 Diamond 0.003
DDH0902 29.41 30.94 NS -1
DDH0902 30.94 31.85 Diamond 0.003
DDH0902 31.85 32.46 Diamond 0.005
DDH0902 32.46 33.99 NS -1
DDH0902 33.99 35.51 Diamond 0.005
DDH0902 35.51 37.03 Diamond 0.003
DDH0902 37.03 38.56 Diamond 0.003
DDH0902 38.56 39.75 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0902 39.75 41.61 Diamond 0.003
DDH0902 41.61 44.65 Diamond 0.003
DDH0902 44.65 47.85 Diamond 0.003
DDH0902 47.85 50.75 Diamond 0.013
DDH0902 50.75 53.8 Diamond 0.003
DDH0902 53.8 55.32 Diamond 0.003
DDH0902 55.32 57.55 Diamond 0.003
DDH0902 57.55 59.95 Diamond 0.003
DDH0902 59.95 63 Diamond 0.003
DDH0902 63 66.26 Diamond 0.003
DDH0902 66.26 67.51 Diamond 0.003
DDH0902 67.51 69.1 Diamond 0.003
DDH0902 69.1 72.15 Diamond 0.003
DDH0902 72.15 75.19 Diamond 0.003
DDH0902 75.19 76.5 Diamond 0.003
DDH0902 76.5 77.97 Diamond 0.007
DDH0902 77.97 80.07 Diamond 0.003
DDH0902 80.07 80.89 Diamond 0.003
DDH0902 80.89 82.42 Diamond 0.003
DDH0902 82.42 84.34 Diamond 0.003
DDH0902 84.34 86.44 Diamond 0.003
DDH0902 86.44 87.84 Diamond 0.003
DDH0902 87.84 89.43 Diamond 0.003
DDH0902 89.43 90.43 NS -1
DDH0902 90.43 92.11 Diamond 0.007
DDH0902 92.11 93.94 NS -1
DDH0902 93.94 96.53 Diamond 0.003
DDH0902 96.53 97.11 Diamond 0.003
DDH0902 97.11 99.06 Diamond 0.003
DDH0902 99.06 102.63 Diamond 0.005
DDH0902 102.63 105.67 Diamond 0.003
DDH0902 105.67 107.69 Diamond 0.003
DDH0902 107.69 108.3 NS -1
DDH0902 108.3 111.77 Diamond 0.003
DDH0902 111.77 114.82 Diamond 0.003
DDH0902 114.82 117.1 Diamond 0.003
DDH0902 117.1 117.87 Diamond 0.007
DDH0902 117.87 119.69 Diamond 0.006
DDH0902 119.69 120.61 Diamond 0.052
DDH0902 120.61 122.44 Diamond 0.01
DDH0902 122.44 124.02 Diamond 0.008
DDH0902 124.02 125.15 Diamond 0.005
DDH0902 125.15 127.25 Diamond 0.003
DDH0902 127.25 130.06 Diamond 0.003
DDH0902 130.06 133.11 Diamond 0.003
DDH0902 133.11 136.15 Diamond 0.003
DDH0902 136.15 139.2 Diamond 0.003
DDH0902 139.2 142.25 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0902 142.25 145.3 Diamond 0.005
DDH0902 145.3 148.35 Diamond 0.009
DDH0902 148.35 151.39 Diamond 0.003
DDH0902 151.39 154.44 Diamond 0.003
DDH0902 154.44 157.49 Diamond 0.057
DDH0902 157.49 160.54 Diamond 0.003
DDH0902 160.54 163.59 Diamond 0.003
DDH0902 163.59 166.63 Diamond 0.003
DDH0902 166.63 168.25 Diamond 0.003
DDH0902 168.25 169.68 Diamond 0.008
DDH0902 169.68 172.73 Diamond 0.003
DDH0902 172.73 175.78 Diamond 0.003
DDH0902 175.78 178.83 Diamond 0.006
DDH0902 178.83 179.68 Diamond 0.003
DDH0902 179.68 180.44 Diamond 0.016
DDH0902 180.44 181.87 Diamond 0.003
DDH0902 181.87 184.92 Diamond 0.003
DDH0902 184.92 187.97 Diamond 0.09
DDH0902 187.97 191.02 Diamond 0.029
DDH0902 191.02 194.07 Diamond 0.026
DDH0902 194.07 197.11 Diamond 0.018
DDH0902 197.11 200.16 Diamond 0.232
DDH0902 200.16 203.21 Diamond 0.053
DDH0902 203.21 205.22 Diamond 0.038
DDH0902 205.22 206.26 Diamond 0.229
DDH0902 206.26 207.78 Diamond 1.03
DDH0902 207.78 209.31 Diamond 4.35
DDH0902 209.31 210.83 Diamond 0.453
DDH0902 210.83 212.35 Diamond 1.045
DDH0902 212.35 213.88 Diamond 2.77
DDH0902 213.88 215.25 Diamond 2.01
DDH0902 215.25 218.45 Diamond 0.03
DDH0902 218.45 221.5 Diamond 0.027
DDH0902 221.5 224.55 Diamond 0.009
DDH0902 224.55 227.59 Diamond 0.025
DDH0902 227.59 228.84 Diamond 0.003
DDH0902 228.84 229.67 Diamond 0.003
DDH0902 229.67 231.25 Diamond 0.018
DDH0902 231.25 231.92 Diamond 0.012
DDH0902 231.92 233.35 Diamond 0.724
DDH0902 233.35 235.21 Diamond 6.28
DDH0902 235.21 236.74 Diamond 0.344
DDH0902 236.74 237.87 Diamond 0.833
DDH0902 237.87 240.06 Diamond 3.33
DDH0902 240.06 241.31 Diamond 24
DDH0902 241.31 242.83 Diamond 4.54
DDH0902 242.83 244.36 Diamond 5.36
DDH0902 244.36 245.88 Diamond 3.7
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0902 245.88 247.41 Diamond 4.79
DDH0902 247.41 248.93 Diamond 5.82
DDH0902 248.93 250.55 Diamond 3.78
DDH0902 250.55 251.98 Diamond 7.67
DDH0902 251.98 254.29 Diamond 5.68
DDH0902 254.29 255.82 Diamond 11.6
DDH0902 255.82 256.85 Diamond 10.9
DDH0902 256.85 258.07 Diamond 2.35
DDH0902 258.07 259.6 Diamond 0.2
DDH0902 259.6 261.12 Diamond 0.037
DDH0902 261.12 262.65 Diamond 0.202
DDH0902 262.65 264.17 Diamond 0.153
DDH0902 264.17 265.69 Diamond 0.04
DDH0902 265.69 267.22 Diamond 0.091
DDH0902 267.22 268.74 Diamond 0.005
DDH0902 268.74 270.27 Diamond 0.009
DDH0902 270.27 271.79 Diamond 0.01
DDH0902 271.79 273.31 Diamond 0.008
DDH0902 273.31 274.84 Diamond 0.076
DDH0902 274.84 276.36 Diamond 0.045
DDH0902 276.36 277.89 Diamond 0.006
DDH0902 277.89 279.41 Diamond 0.003
DDH0902 279.41 280.93 Diamond 0.014
DDH0902 280.93 282.46 Diamond 0.263
DDH0902 282.46 283.98 Diamond 0.008
DDH0902 283.98 285.51 Diamond 0.005
DDH0902 285.51 287.03 Diamond 0.003
DDH0902 287.03 288.55 Diamond 0.006
DDH0902 288.55 290.08 Diamond 0.003
DDH0902 290.08 291.6 Diamond 0.106
DDH0903 0 0.61 Diamond 0.251
DDH0903 0.61 3.66 Diamond 0.07
DDH0903 3.66 5.18 Diamond 0.045
DDH0903 5.18 6.71 Diamond 0.11
DDH0903 6.71 8.23 Diamond 0.085
DDH0903 8.23 9.75 Diamond 0.055
DDH0903 9.75 11.28 Diamond 0.052
DDH0903 11.28 12.8 Diamond 0.024
DDH0903 12.8 14.69 Diamond 0.008
DDH0903 14.69 15.51 Diamond 0.024
DDH0903 15.51 16.28 Diamond 0.077
DDH0903 16.28 17.37 Diamond 1.65
DDH0903 17.37 18.53 Diamond 4.36
DDH0903 18.53 20.18 Diamond 1.515
DDH0903 20.18 21.43 Diamond 0.105
DDH0903 21.43 22.01 Diamond 0.129
DDH0903 22.01 22.77 Diamond 1.63
DDH0903 22.77 24.08 Diamond 1.135
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0903 24.08 26.03 Diamond 1.015
DDH0903 26.03 27.58 Diamond 1.785
DDH0903 27.58 28.71 Diamond 4.44
DDH0903 28.71 29.9 Diamond 1.3
DDH0903 29.9 32.49 Diamond 3.19
DDH0903 32.49 33.22 Diamond 1.145
DDH0903 33.22 34.84 Diamond 2.89
DDH0903 34.84 36.06 Diamond 1.43
DDH0903 36.06 37.16 Diamond 2.21
DDH0903 37.16 38.62 Diamond 1.98
DDH0903 38.62 40.66 Diamond 2.57
DDH0903 40.66 41.76 Diamond 5.24
DDH0903 41.76 43.1 Diamond 4.46
DDH0903 43.1 44.62 Diamond 2.55
DDH0903 44.62 45.81 Diamond 1.65
DDH0903 45.81 47.3 Diamond 1.805
DDH0903 47.3 48.92 Diamond 2.3
DDH0903 48.92 50.72 Diamond 3.98
DDH0903 50.72 52.33 Diamond 2.78
DDH0903 52.33 53.77 Diamond 2.51
DDH0903 53.77 54.96 Diamond 2.32
DDH0903 54.96 56.08 Diamond 10.3
DDH0903 56.08 57.33 Diamond 3.11
DDH0903 57.33 58.25 Diamond 2.74
DDH0903 58.25 59.38 Diamond 2.78
DDH0903 59.38 61.17 Diamond 0.211
DDH0903 61.17 61.94 Diamond 0.957
DDH0903 61.94 63.49 Diamond 2.56
DDH0903 63.49 65.11 Diamond 4.02
DDH0903 65.11 67.15 Diamond 6.45
DDH0903 67.15 68.21 Diamond 2.11
DDH0903 68.21 69.13 Diamond 0.668
DDH0903 69.13 69.83 Diamond 1.23
DDH0903 69.83 71.87 Diamond 4.03
DDH0903 71.87 73.52 Diamond 7.92
DDH0903 73.52 74.28 Diamond 213
DDH0903 74.28 76.02 Diamond 318
DDH0903 76.02 78.15 Diamond 12.2
DDH0903 78.15 79.92 Diamond 1.68
DDH0903 79.92 80.53 Diamond 2.2
DDH0903 80.53 82.27 Diamond 0.886
DDH0903 82.27 83.64 Diamond 1.19
DDH0903 83.64 85.16 Diamond 1.165
DDH0903 85.16 86.75 Diamond 0.991
DDH0903 86.75 88.94 Diamond 0.892
DDH0903 88.94 89.89 Diamond 3.19
DDH0903 89.89 91.41 Diamond 1.205
DDH0903 91.41 93.42 Diamond 0.921
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0903 93.42 94.58 Diamond 2.57
DDH0903 94.58 96.04 Diamond 2.44
DDH0903 96.04 98.45 Diamond 1.19
DDH0903 98.45 99.36 Diamond 1.295
DDH0903 99.36 100.13 Diamond 1.45
DDH0903 100.13 101.25 Diamond 0.666
DDH0903 101.25 104.06 Diamond 0.176
DDH0903 104.06 105.58 Diamond 0.311
DDH0903 105.58 108.57 Diamond 0.101
DDH0903 108.57 110.09 Diamond 0.038
DDH0903 110.09 111.68 Diamond 0.121
DDH0903 111.68 113.23 Diamond 0.31
DDH0903 113.23 114.57 Diamond 0.099
DDH0903 114.57 115.18 Diamond 0.242
DDH0903 115.18 117.01 Diamond 0.133
DDH0903 117.01 118.45 Diamond 0.839
DDH0903 118.45 120.43 Diamond 0.704
DDH0903 120.43 122.44 Diamond 0.081
DDH0903 122.44 123.47 Diamond 0.138
DDH0903 123.47 124.88 Diamond 0.244
DDH0903 124.88 126.58 Diamond 0.264
DDH0903 126.58 127.83 Diamond 0.14
DDH0903 127.83 129.63 Diamond 0.136
DDH0903 129.63 130.55 Diamond 0.706
DDH0903 130.55 131.98 Diamond 0.732
DDH0903 131.98 133.59 Diamond 0.684
DDH0903 133.59 136.06 Diamond 0.339
DDH0903 136.06 139.17 Diamond 0.1
DDH0903 139.17 140.7 Diamond 0.066
DDH0903 140.7 142.16 Diamond 0.13
DDH0903 142.16 143.74 Diamond 0.236
DDH0903 143.74 144.69 Diamond 0.102
DDH0903 144.69 145.21 Diamond 0.36
DDH0904 0 0.61 NS -1
DDH0904 0.61 2.13 Diamond 0.003
DDH0904 2.13 3.66 NS -1
DDH0904 3.66 5.18 Diamond 0.003
DDH0904 5.18 9.75 NS -1
DDH0904 9.75 11.28 Diamond 0.009
DDH0904 11.28 12.8 NS -1
DDH0904 12.8 14.33 Diamond 0.003
DDH0904 14.33 17.37 Diamond 0.003
DDH0904 17.37 20.42 Diamond 0.003
DDH0904 20.42 21.95 Diamond 0.003
DDH0904 21.95 24.99 Diamond 0.003
DDH0904 24.99 26.06 Diamond 0.003
DDH0904 26.06 27.58 Diamond 0.003
DDH0904 27.58 29.11 Diamond 0.003
HOLEID FROM TO SAMPLETYPE Au
m m g/t
DDH0904 29.11 31.09 Diamond 0.003
DDH0904 31.09 32.95 Diamond 0.003
DDH0904 32.95 34.2 Diamond 0.003
DDH0904 34.2 35.72 Diamond 0.003
DDH0904 35.72 36.88 Diamond 0.003
DDH0904 36.88 38.1 Diamond 0.009
DDH0904 38.1 38.89 Diamond 0.006
DDH0904 38.89 40.39 Diamond 0.006
DDH0904 40.39 41.76 Diamond 0.008
DDH0904 41.76 43.28 Diamond 0.003
DDH0904 43.28 44.81 Diamond 0.005
DDH0904 44.81 45.99 Diamond 0.003
DDH0904 45.99 47.24 Diamond 0.005
DDH0904 47.24 48.46 Diamond 0.005
DDH0904 48.46 49.5 Diamond 0.005
DDH0904 49.5 51.02 Diamond 0.003
DDH0904 51.02 52.55 Diamond 0.003
DDH0904 52.55 53.74 Diamond 0.003
DDH0904 53.74 55.6 Diamond 0.003
DDH0904 55.6 57.12 Diamond 0.006
DDH0904 57.12 58.73 Diamond 0.003
DDH0904 58.73 60.05 Diamond 0.003
DDH0904 60.05 61.57 Diamond 0.003
DDH0904 61.57 63.09 Diamond 0.003
DDH0904 63.09 64.62 Diamond 0.005
DDH0904 64.62 66.14 Diamond 0.005
DDH0904 66.14 67.67 Diamond 0.003
DDH0904 67.67 69.19 Diamond 0.003
DDH0904 69.19 70.71 Diamond 0.003
DDH0904 70.71 72.27 Diamond 0.003
DDH0904 72.27 73.67 Diamond 0.003
DDH0904 73.67 75.07 Diamond 0.003
DDH0904 75.07 76.32 Diamond 0.003
DDH0904 76.32 77.57 Diamond 0.003
DDH0904 77.57 79.1 Diamond 0.006
